accel_mag_mean,accel_mag_median,accel_mag_std,accel_mag_variance,accel_mag_skew,accel_mag_kurtosis,accel_mag_peak2peak,accel_mag_rms,accel_mag_iqr,accel_mag_mad,accel_mag_energy,gyro_mag_mean,gyro_mag_median,gyro_mag_std,gyro_mag_variance,gyro_mag_skew,gyro_mag_kurtosis,gyro_mag_peak2peak,gyro_mag_rms,gyro_mag_iqr,gyro_mag_mad,gyro_mag_energy,ax_mean,ax_std,ax_max,ay_mean,ay_std,ay_max,az_mean,az_std,az_max,gx_mean,gx_std,gx_max,gy_mean,gy_std,gy_max,gz_mean,gz_std,gz_max,corr_ax_ay,corr_ax_az,corr_ay_az,corr_gx_gy,corr_gx_gz,zero_crossing_rate,slope_sign_changes,jerk_mean,jerk_std,jerk_max,waveform_length,impulse_factor,crest_factor,activity_index,burst_count,burst_duration_mean,burst_duration_std,inter_burst_std,onset_sharpness,window_entropy,bp_0_1hz,bp_1_2hz,bp_2_3hz,bp_3_4hz,bp_4_6hz,bp_6_8hz,bp_8_12hz,bp_12_20hz,bp_20_50hz,dominant_freq,secondary_peak_freq,peak_power_ratio,spectral_centroid,spectral_spread,spectral_entropy,spectral_flatness,spectral_rolloff,harmonic_ratio,dominant_freq_std,dominant_freq_range,peak_freq_drift,spectral_flux,wavelet_energy_L1,wavelet_entropy_L1,wavelet_energy_L2,wavelet_entropy_L2,wavelet_energy_L3,wavelet_entropy_L3,wavelet_energy_L4,wavelet_entropy_L4,wavelet_energy_L5,wavelet_entropy_L5,wavelet_L2_L4_ratio,wavelet_L5_L2_ratio,label,label_name
9.806544643361013,9.806869515326419,0.053491781482259144,0.0028613706861457624,0.11825313226912346,0.0460712011664155,0.3153126387821654,9.80669053314719,0.06938787381235478,0.042284544298392415,24619.821878507195,0.07831003187709958,0.07586137852136199,0.034071063980025455,0.001160837400730988,0.3362802282522561,-0.29619067428986945,0.1650920600464315,0.08540081084698985,0.04349493450898623,0.027431394237418097,1.867084414290775,-0.0014554938070157467,0.05378941641272254,0.15894268396837677,-0.002877587941004671,0.050737677110329074,0.1456931233003665,9.806265172595946,0.05352163561918633,9.97582897685693,0.0006105405315608309,0.05120729778087145,0.14046054306147515,-0.0006791982525455234,0.04801309146141512,0.12587370187669603,-0.0016554081576848662,0.04860328949203763,0.1298836863297916,0.10087609420545225,-0.03246174192831118,0.022971986892945592,0.05030244877460261,0.0067283363709168195,0.5,173.0,6.044022030093444,4.880407070860736,25.936208242333514,15.412256176738284,1.0173057324059178,1.0173057324059178,1.979883748291131e-06,17.0,10.0,0.0,11.989037668697737,0.08722799977158857,2.6181034596435,4.8843355166606174e-05,2.220557533800772e-05,2.5204547621508837e-05,1.3834543666542094e-05,4.864558456184924e-05,0.00029038954882664537,0.0001392729854626565,0.0005276383749138422,0.0017741663901467586,7.421875,48.4375,0.05547935476579051,25.99890910388146,15.34584095383751,6.3035501956467925,0.5280846418477054,45.703125,0.062188065706719704,19.529513811721536,45.3125,27.34375,1.3902655641531703e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,Normal
9.811580280053292,9.808415719746144,0.04857550103668183,0.0023595793009646773,0.05001612674808126,-0.039286892453121336,0.2565899956824378,9.811700523927115,0.06114617452129778,0.03837944640928494,24644.983595835292,0.08292045106633715,0.07748560293067136,0.03497066353579866,0.001222947308134038,0.5133693899580116,-0.07514283505973074,0.18592084700734723,0.0899930470268612,0.052772218097821615,0.028897355918841114,2.073279619373786,0.002119554147309694,0.04840131745707198,0.1544256097430142,0.00011480589620381986,0.04773831858501625,0.11951113553259021,9.811344539720196,0.048573180369820806,9.944730796179954,-0.0015247345737940292,0.05309712322534415,0.15297656144984118,-0.0013221328733911577,0.05386304909279496,0.138371794601613,0.0017518350455350642,0.04869367704247074,0.15158812075553174,0.09155303968128636,-0.08917908487132112,-0.0513405496567917,0.10950155136321847,-0.055108900567886886,0.48828125,171.0,5.316670629654657,4.294208854115071,19.299508230177942,13.557510105619373,1.0135598588669248,1.0135598588669248,8.171655082656325e-07,14.0,11.428571428571429,3.499271061118826,14.023278637679564,0.19022111919459483,2.724134995160017,2.301764004408384e-05,4.8443170338476475e-05,9.661540229647668e-06,0.0002647836746049096,6.818904047242368e-05,4.956764539328021e-05,6.496323436968656e-05,0.00032739080801548866,0.001709913112018018,3.515625,3.90625,0.0587620903881173,24.67099022312698,15.163790460047498,6.16861005954653,0.473672048708528,42.1875,0.09044623730716288,1.275775907699572,3.125,1.5625,1.1202069273965302e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,Normal
9.81021518703296,9.806318826231411,0.05471641508494791,0.002993886079748315,0.20538648463373574,0.24830029718542734,0.33007265837717803,9.810367776081172,0.06769999532098048,0.04280194072131948,24638.28887090479,0.0768775270521843,0.07341324652681203,0.033207553634495166,0.001102741618387873,0.5476706883828075,0.047950038166462594,0.17012645910302965,0.0837430342419428,0.045704822106730644,0.02644133310357123,1.7953013207160837,-0.005775807274818141,0.04926117204451295,0.12603543460789848,0.001212604211745134,0.05216617711771677,0.14287365377323533,9.809951139994062,0.05469670407000296,9.974529802604334,-7.416441883520463e-05,0.048410105736612453,0.15118907263111958,0.0017397133366850522,0.04431306562068655,0.14226471974538196,-0.004348385819975507,0.051805106889376326,0.1727023201122091,-0.015849974384614707,-0.005247592314295684,0.02694484383631263,0.0041793713691528345,-0.09170273759922115,0.50390625,162.0,6.14858997330829,4.6576130939750975,25.778925099178274,15.678904431936141,1.0167709309029205,1.0167709309029205,1.8500130018636455e-06,15.0,11.333333333333334,3.3993463423951895,8.582189652923915,0.1570701787055988,2.5658283772037103,4.944524232871848e-05,1.0877833491513766e-05,1.4399086150677257e-05,1.2830402544766076e-05,7.438735746425988e-05,2.3774046424463452e-05,0.00014788415800335946,0.0004769148472509538,0.0019501487582213575,32.03125,26.5625,0.035814835376781276,25.955077679666893,12.796475148879196,6.401638934854744,0.5631795084758661,42.578125,0.03675344669973567,5.752792196451699,14.0625,10.15625,1.3458606466144565e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,Normal
9.813925940010886,9.815059659894924,0.052399765246562716,0.002745735397894882,-0.1586924869971409,0.3534571586887285,0.31390122007529975,9.81406582876926,0.0670759804183696,0.04072595492813801,24656.867351402616,0.08421087285902612,0.08219916453984343,0.03616356155015474,0.0013078031839918302,0.6965873070186748,0.7215105477754804,0.21349420019432713,0.0916475547500908,0.04639077777346433,0.028375406221351856,2.150214218667748,0.005984878239445974,0.04733855162633187,0.13552733844231915,0.0013912168033424705,0.05246451717936314,0.12851609904722994,9.81366947976805,0.05242342034713476,9.976308677807841,-0.0019425859966949435,0.050223870331786255,0.16040804569582476,0.001936019297329698,0.05177973782805855,0.14000429679571633,-0.0007781489991289115,0.05645855616366133,0.1589932244411757,0.11139379320936571,-0.03133749883353165,-0.019918455019392125,-0.0267576474653204,0.04129358387773849,0.46484375,170.0,5.826173243015046,4.579615286243793,21.54987231295511,14.856741769688366,1.0165474440128495,1.0165474440128495,2.160783419312527e-06,17.0,10.0,0.0,11.73614179453594,0.12381620485549405,2.575015646021244,5.170560504762452e-05,8.20130451025637e-05,5.115831697284288e-06,5.0100281930238505e-05,2.4166657771295634e-05,8.457842010143719e-05,0.00011531276873058887,0.0006309802383875796,0.001658071178560185,21.875,42.1875,0.03789597216074743,24.779268607015176,14.293099502436574,6.346600322883232,0.5279293675581114,43.75,0.047158215304346,7.026425814183355,15.625,7.8125,1.9660816260728508e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,Normal
9.810852682933891,9.814316873753471,0.05441491613332419,0.0029609830977967056,-0.01293662394401382,0.3469092348838472,0.3372897316144883,9.811003585226585,0.07608683011678075,0.043322975958312894,24641.482585428203,0.07671904775724392,0.07505527209593596,0.03284389323852727,0.0010787213230637775,0.5481008376780125,0.5646843248081259,0.19883943886788952,0.08345378129145528,0.042955423073475246,0.02566124763982955,1.782920604631565,0.001897565246482439,0.04825685733684573,0.13767886078366687,0.0012956936991043032,0.049556483755784815,0.12470114081909534,9.810608594207512,0.054410584010276146,9.971307757556888,-0.004080804772803495,0.05082672456754094,0.12377090697989712,-0.006432091352848494,0.04558527109297983,0.1140208155961598,0.000126678809071065,0.047382696490080915,0.20129120213636323,-0.0002751952891523877,-0.0912066857038369,0.005060378224726452,-0.020523841543799912,0.03779261253716671,0.515625,169.0,6.353260265288531,4.686001611648276,22.367134794563448,16.20081367648575,1.0163441145307879,1.0163441145307879,9.40839448978862e-07,16.0,11.25,3.307189138830738,9.735387911006821,0.13974411076758742,2.5529075447678755,7.07463083726201e-07,9.122945710058018e-05,6.876908633432232e-05,3.069912836269739e-05,1.5691206647683377e-05,0.00010199902631537051,0.0002026394065891592,0.000459294468805323,0.0020741007679230044,32.421875,17.96875,0.05205092224834852,26.357712577354945,14.154235228225792,6.306517004029555,0.4360581662568067,41.40625,0.05371669227021521,8.930431353897005,20.3125,18.75,2.7741634391563836e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,Normal
9.806816888389866,9.806608562044318,0.05274306825491947,0.002781831248943094,0.20486453968543067,0.2936663115624647,0.3403189528333943,9.806958718871904,0.06860135920171118,0.041776791016263894,24621.16846429636,0.08278058205023384,0.08004584473582724,0.03609604541297678,0.0013029244944556817,0.3077224189776438,-0.47567445519060536,0.1666650805129546,0.09030807969961036,0.051699366018407716,0.029508302227447193,2.087820610311981,-0.003069618674635747,0.05093028271109382,0.147954529532155,0.0016780400406388222,0.05201784673528519,0.16167468316242561,9.806545970980466,0.052758357169966554,9.983977025320984,-0.006230750198129363,0.052483709499097045,0.17179638079922602,-0.003122766043080559,0.05157455282814826,0.15226627960055727,0.00015671705878714682,0.05188907901277774,0.14494003067797606,0.12456545033958662,-0.013354353962360803,-0.047284034428198035,0.004368571993379228,0.03829230641132694,0.4921875,183.0,5.935178639503606,4.432448585638568,24.456755555505794,15.134705530734196,1.0180788271095251,1.0180788271095251,1.527407816225348e-06,16.0,10.625,2.4206145913796355,10.959819663608682,0.11578397557946296,2.525715014266241,3.878166960872664e-05,2.6377947968288318e-05,9.416635557967179e-06,1.958173462046515e-05,6.257654162761725e-05,0.0001337011654494199,0.00012886924310404844,0.0002203799879720274,0.002048450940363593,26.953125,49.609375,0.02854188441322987,28.295635964426054,14.197831624544845,6.522259954412057,0.6420562656775775,45.3125,0.02958363927830679,5.892556509887896,12.5,6.25,7.437164841835065e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,Normal
9.807231732051218,9.80572125981778,0.04967365791864214,0.0024674722910182786,0.14480605980638792,-0.005937934143197321,0.30285511366786544,9.807357529857027,0.06689763405679372,0.03950937320004686,24623.17099992149,0.08183960691120754,0.07858031565108585,0.03489660592597013,0.0012177731051524535,0.42567427042295125,0.3793076667578048,0.21630278416616172,0.0889690640870939,0.04368210969114613,0.02747308550838031,2.026366557320556,-0.0077496450604182775,0.04905689560833907,0.14311317886422606,-1.162346042068085e-05,0.04884304069962155,0.15994709548915984,9.806984333544658,0.04967616418120902,9.948652740821354,0.0002438015037558969,0.05380715048756076,0.20756206985198006,-0.0005207791066009407,0.04911036580667778,0.15149191944360713,0.0018602385125101465,0.05103592610996859,0.1414609581104251,0.06218713674039177,0.0373657327336154,0.01584982569048948,-0.06204628037810737,-0.0796005463615827,0.51953125,170.0,5.669719277110466,4.224488592620935,22.952524443813083,14.457784156631686,1.0144127316215377,1.0144127316215377,6.09473185150403e-07,19.0,11.052631578947368,3.068922049918579,10.34440924949745,0.12754982554658056,2.5702259874127287,1.005457091822763e-05,3.933406451349923e-05,3.571162881287878e-05,4.548318843138241e-05,4.45657950748739e-05,4.056673038805705e-05,0.0001705347665783985,0.0002995024720444511,0.001601297846102811,40.234375,25.0,0.04700660695663093,26.195530561270118,14.054593166374683,6.488761789610647,0.6578430036283105,41.40625,0.050789554187119355,10.900234133571015,26.5625,21.09375,7.242902373872492e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,Normal
9.810497774091516,9.812809985440321,0.055381098774305866,0.003067066101449423,-0.03489808073913418,-0.23070560575775145,0.2870744759132542,9.810654088365162,0.07974528075066623,0.0444282152172321,24639.72701223835,0.08210141841936698,0.07942994134630478,0.034917966913079176,0.0012192644133428923,0.5419016891641093,0.1794732323987671,0.19440774841334668,0.08921831269316219,0.05103739265665119,0.02838813062434386,2.0377362738726053,0.005820626872321306,0.0497572706287031,0.15503235984164723,0.00018055668482201692,0.049674913164356224,0.14618216788023297,9.810244205830298,0.055362155421731216,9.947498090028855,-0.002937217404505183,0.051848299243469065,0.15133257958475332,-0.002217165595514957,0.04631021397339302,0.12417119500406082,0.002293877354534407,0.05575141544782691,0.1339914098207788,-0.030928750153851457,0.05042724492153504,-0.0025878745322312196,0.1365994742252855,0.04811510890781093,0.5,155.0,6.303689704523388,4.641730426477254,23.171216804487216,16.074408746534644,1.0140036204958953,1.0140036204958953,1.457372739338859e-06,17.0,10.0,0.0,10.312085159948047,0.12549815038781453,2.740861161621546,3.2166014210780756e-05,2.6168678441306096e-05,2.156884546418335e-05,1.920322750782401e-05,0.00015175825987765696,5.462457140098117e-05,0.00030707721512416116,0.00047691211866154756,0.001669196638654956,24.21875,24.609375,0.038569273192126566,23.469021396919352,13.859520502931243,6.542679093382239,0.6717698678093379,41.796875,0.04753335094116141,8.300717422140222,20.3125,14.84375,2.9488623732753565e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,Normal
9.809401784475936,9.80879383975822,0.053287005443500984,0.0028395049491357037,0.13529606923856657,-0.3629912811276874,0.26822155349552546,9.809546517256994,0.07861658163218976,0.04343869890220193,24634.16393580258,0.07975827457937476,0.07701478791227359,0.032830612600704134,0.001077849123737513,0.4717882514565667,-0.048435518849589076,0.17356579287892593,0.08625097963279287,0.042947896589504105,0.026122162722530044,1.9044432608298114,0.001577414350041085,0.05049867196243204,0.13261458439934715,0.00541254930487522,0.048226949077594006,0.12077230809051956,9.809151617855704,0.0532885891567347,9.9583797999716,-0.0005215021059778377,0.04885730026741396,0.12172663344245793,-0.0008710106321816601,0.049116657748162366,0.12395672873626676,0.00014876416555455923,0.05136824773243894,0.142441256365616,0.038038294436526114,0.02500806931701173,0.00880708139249378,0.03899427788305035,0.01595705611965577,0.515625,172.0,6.204147487207281,4.3548634527575345,22.65554517667585,15.820576092378566,1.0152640028281632,1.0152640028281632,1.0869692983821048e-06,17.0,10.588235294117647,2.3529411764705883,13.73660964155437,0.169204412375489,2.75231703037152,3.996784858904201e-05,6.822093392509857e-05,2.6606195326947985e-05,8.446391864846902e-05,0.00012575630576719442,6.808417540103806e-05,0.00020004191982683032,0.00035582847663175726,0.0020383711105344897,18.75,40.625,0.03428534372085477,26.16260875920126,15.070773212101308,6.487231474244698,0.5923993064499331,43.75,0.0613106567358569,15.327019759960583,37.5,28.90625,1.7162690468726446e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,Normal
9.814495106988444,9.810439787298591,0.05442660423743861,0.00296225524881877,0.03538893169229271,-0.212145081911153,0.29720237708487396,9.814646018086894,0.070065213338939,0.04337485546593417,24659.78277384932,0.07902502420244557,0.07815676371507616,0.03347437851116425,0.0011205340167086948,0.345674059768428,-0.5029814723806081,0.1539804253019274,0.08582242403303349,0.05109473322701921,0.027762102573897333,1.8855650475278858,0.0032366764967669626,0.05022617568431815,0.14416417778904142,0.011194939711232286,0.05073420641307276,0.16001214902585323,9.814228655545225,0.05440520057664023,9.962307294121493,0.002642254274281641,0.049584047826914716,0.12065393683849344,0.0011430894659652537,0.046841640607049886,0.13287600102551864,-0.0015135257304685012,0.05198261682456994,0.12411351272412062,-0.058182833966490634,0.06439292688854859,0.058110883581055865,0.11094429601425888,0.05251232556063082,0.50390625,182.0,6.147544504124641,4.700563558101954,21.381949544565515,15.676238485517834,1.015131240876768,1.015131240876768,1.668597705414236e-06,17.0,11.176470588235293,4.705882352941177,17.833641836804812,0.13421465541587985,2.676092029079732,1.3985969231461341e-05,4.666581026554649e-05,3.768281347346718e-05,1.8232174964643665e-05,6.36634883802517e-05,8.042521322857907e-05,0.00028051071394577737,0.000402308004259071,0.0014962860534553867,42.96875,47.265625,0.029722069900631625,25.806729520247742,15.310870974789314,6.456723425003785,0.5788072455003845,44.921875,0.030292996114842614,12.564935501890435,29.6875,25.78125,2.782067639927471e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,Normal
